"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"27.02.2025","20.700,0","20.080,0","20.700,0","20.000,0","429,56K","3,09%"
"26.02.2025","20.080,0","20.040,0","20.100,0","19.520,0","209,66K","-1,95%"
"25.02.2025","20.480,0","20.380,0","20.820,0","20.320,0","240,98K","-0,10%"
"24.02.2025","20.500,0","20.240,0","20.500,0","20.020,0","292,88K","0,99%"
"21.02.2025","20.300,0","19.260,0","20.360,0","19.260,0","464,12K","2,53%"
"20.02.2025","19.800,0","18.880,0","19.800,0","18.880,0","612,66K","2,06%"
"19.02.2025","19.400,0","18.520,0","19.400,0","18.520,0","506,28K","3,30%"
"18.02.2025","18.780,0","18.060,0","18.780,0","18.060,0","508,58K","3,30%"
"17.02.2025","18.180,0","17.720,0","18.300,0","17.720,0","421,01K","1,79%"
"14.02.2025","17.860,0","17.680,0","17.940,0","17.680,0","74,04K","0,79%"
"13.02.2025","17.720,0","18.020,0","18.020,0","17.600,0","408,59K","-1,88%"
"12.02.2025","18.060,0","18.100,0","18.160,0","18.000,0","331,17K","-0,22%"
"11.02.2025","18.100,0","18.340,0","18.340,0","18.040,0","157,73K","-1,42%"
"10.02.2025","18.360,0","18.000,0","18.360,0","18.000,0","200,39K","2,00%"
"07.02.2025","18.000,0","18.060,0","18.380,0","18.000,0","242,88K","-0,99%"
"06.02.2025","18.180,0","17.920,0","18.260,0","17.860,0","219,05K","1,00%"
"05.02.2025","18.000,0","18.020,0","18.040,0","17.840,0","343,84K","-2,17%"
"04.02.2025","18.400,0","17.940,0","18.400,0","17.860,0","284,21K","2,56%"
"03.02.2025","17.940,0","18.300,0","18.300,0","17.820,0","186,14K","-2,92%"
"31.01.2025","18.480,0","18.200,0","18.900,0","18.200,0","705,98K","-0,32%"
"30.01.2025","18.540,0","17.980,0","18.780,0","17.980,0","926,22K","3,11%"
"29.01.2025","17.980,0","17.040,0","17.980,0","17.040,0","1,00M","5,52%"
